strategy_name,trade_count,win_rate,avg_trade_return,median_holding_days,strategy_return,max_drawdown,avg_occupied_slots,avg_invested_ratio,sector_reject_count,capacity_reject_count,signal_count,final_equity
焦煤_单品种,17,0.6470588235294118,0.021552747875182236,6.0,0.3876031599946277,-0.12463979605081976,1.0,1.0,0,0,29,1.3876031599946277
策略2_完整约束,69,0.5942028985507246,0.009232595337334469,6.0,0.22447013577823482,-0.07903358056514265,2.311111111111111,0.7666666666666666,41,148,299,1.2244701357782348
策略2_仅3槽_无板块互斥,76,0.5394736842105263,0.006929087684128022,5.0,0.18131295694431726,-0.050708844693185706,2.3222222222222224,0.7685185185185185,0,179,299,1.1813129569443173
策略2_仅板块互斥_6板块槽位,101,0.5643564356435643,0.00859699880873058,6.0,0.1523510556345853,-0.053421069280432554,3.5277777777777777,0.5851851851851851,107,8,299,1.1523510556345853
12品种独立等权,168,0.541314690211749,0.005374088518895315,5.25,0.0808216568957143,-0.023644340171002365,,1.0,0,0,299,1.0808216568957143
