strategy_name,variety_name,sector,side,entry_date,exit_date,entry_price,exit_price,holding_days,pnl_ratio,entry_main_score,exit_reason
策略2_完整约束,豆粕,油脂油料,long,2026-01-23,2026-01-30,2751.0,2767.0,5,0.0058160668847691745,0.7666666666666667,tp3_main_turn_down
策略2_完整约束,甲醇,化工能化,long,2026-01-27,2026-02-02,2304.0,2252.0,4,-0.022569444444444444,1.0,tp3_main_turn_down
策略2_完整约束,铁矿石,黑色系,long,2026-01-28,2026-02-03,783.0,777.5,4,-0.0070242656449553,0.8666666666666667,tp3_main_turn_down
策略2_完整约束,沪金,贵金属,short,2026-02-02,2026-02-10,1008.6,1121.22,6,-0.11165972635336109,0.9666666666666667,tp3_main_turn_up
策略2_完整约束,棕榈油,油脂油料,short,2026-02-03,2026-02-26,9094.0,8714.0,11,0.04178579283043765,1.0,tp3_main_turn_up
策略2_完整约束,沪锌,有色金属,short,2026-02-04,2026-02-12,24885.0,24670.0,6,0.008639742816958007,0.8,tp3_main_turn_up
策略2_完整约束,焦煤,黑色系,short,2026-02-11,2026-03-03,1123.5,1127.0,8,-0.003115264797507788,0.7333333333333333,tp3_main_turn_up
策略2_完整约束,沪铝,有色金属,long,2026-02-13,2026-03-13,23265.0,25070.0,14,0.07758435418009886,0.4,tp3_main_turn_down
策略2_完整约束,焦煤,黑色系,long,2026-03-04,2026-03-17,1097.0,1176.0,9,0.07201458523245215,0.8,tp3_main_turn_down
策略2_完整约束,甲醇,化工能化,long,2026-03-04,2026-03-10,2553.0,2549.0,4,-0.0015667841754798276,0.9666666666666667,tp3_main_turn_down
策略2_完整约束,PTA,化工能化,short,2026-03-16,2026-03-30,6982.0,6768.0,10,0.030650243483242624,0.26666666666666666,tp3_main_turn_up
策略2_完整约束,沪铝,有色金属,short,2026-03-17,2026-03-26,24990.0,23725.0,7,0.05062024809923969,0.7666666666666667,tp3_main_turn_up
