trade_date,strategy_name,opened_count,closed_count,occupied_slots_after_close,sector_reject_count,capacity_reject_count,holdings_after_close,沪铜_position_after_close,沪铜_close_return,沪铝_position_after_close,沪铝_close_return,沪锌_position_after_close,沪锌_close_return,沪金_position_after_close,沪金_close_return,铁矿石_position_after_close,铁矿石_close_return,焦煤_position_after_close,焦煤_close_return,PTA_position_after_close,PTA_close_return,甲醇_position_after_close,甲醇_close_return,橡胶_position_after_close,橡胶_close_return,豆粕_position_after_close,豆粕_close_return,棕榈油_position_after_close,棕榈油_close_return,玉米_position_after_close,玉米_close_return,沪铜_position_prev,沪铜_weighted_return,沪铝_position_prev,沪铝_weighted_return,沪锌_position_prev,沪锌_weighted_return,沪金_position_prev,沪金_weighted_return,铁矿石_position_prev,铁矿石_weighted_return,焦煤_position_prev,焦煤_weighted_return,PTA_position_prev,PTA_weighted_return,甲醇_position_prev,甲醇_weighted_return,橡胶_position_prev,橡胶_weighted_return,豆粕_position_prev,豆粕_weighted_return,棕榈油_position_prev,棕榈油_weighted_return,玉米_position_prev,玉米_weighted_return,portfolio_daily_return,equity_curve,occupied_slots_prev,沪铜_daily_return,沪铝_daily_return,沪锌_daily_return,沪金_daily_return,铁矿石_daily_return,焦煤_daily_return,PTA_daily_return,甲醇_daily_return,橡胶_daily_return,豆粕_daily_return,棕榈油_daily_return,玉米_daily_return
2025-08-05,策略2_完整约束,0.0,1.0,1.0,0.0,0.0,PTA:S,0.0,0.003191625175539281,0.0,0.001705237515225333,0.0,0.0056167153448662965,0.0,0.0013820992552020517,0.0,0.010120177103099204,0.0,0.0359333917616127,-1.0,-0.003405704555129896,0.0,0.0029288702928871313,0.0,0.012111292962356801,0.0,0.003273322422258529,0.0,0.025571396243494027,0.0,-0.015323992994746072,-1.0,-0.0010638750585130936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0011352348517099653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,7.135979319687169e-05,1.0102551605390007,2.0,,,,,,,,,,,,
2025-08-06,策略2_完整约束,2.0,0.0,3.0,0.0,1.0,PTA:S; 沪金:L; 沪铝:L,0.0,-0.0038177653346908036,1.0,0.0043774319066147704,0.0,0.0,1.0,0.0015079872204473155,0.0,-0.0050093926111458575,0.0,0.03299492385786795,-1.0,0.008970525416488684,0.0,-0.0004171881518565401,0.0,0.0022639068564036524,0.0,0.002283849918433889,0.0,-0.010370697263901163,0.0,0.004446420631391668,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.0,-0.0029901751388295614,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0029901751388295614,1.0072343206740826,1.0,,,,,,,,,,,,
2025-08-07,策略2_完整约束,0.0,0.0,3.0,0.0,0.0,PTA:S; 沪金:L; 沪铝:L,0.0,0.0022994379151763944,1.0,0.004842615012106588,0.0,0.008936550491510209,1.0,0.001709881584320172,0.0,-0.0018879798615480947,0.0,0.006961506961506991,-1.0,-0.007620660457239636,0.0,-0.0033388981636059967,0.0,0.0019361084220717029,0.0,0.001953125,0.0,-0.0022296544035674826,0.0,0.0035413899955731853,0.0,0.0,1.0,0.0016142050040355294,0.0,0.0,1.0,0.000569960528106724,0.0,-0.0,0.0,0.0,-1.0,0.002540220152413212,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0047243856845554655,1.0119928840796681,3.0,,,,,,,,,,,,
2025-08-08,策略2_完整约束,0.0,1.0,2.0,0.0,2.0,沪金:L; 沪铝:L,0.0,0.000382360438439866,1.0,-0.00313253012048198,0.0,-0.002878653675819298,1.0,0.003541311049400031,0.0,-0.024590163934426257,0.0,-0.0020333468889792705,0.0,-0.0008532423208190698,0.0,-0.0020938023450586263,0.0,0.0016103059581320522,0.0,0.005198180636777128,0.0,0.003351955307262511,0.0,-0.005293339214821335,0.0,0.0,1.0,-0.0010441767068273267,0.0,-0.0,1.0,0.001180437016466677,0.0,-0.0,0.0,-0.0,-1.0,0.00028441410693968994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00042067441657904036,1.0124186035957605,3.0,,,,,,,,,,,,
2025-08-11,策略2_完整约束,0.0,1.0,1.0,2.0,0.0,沪铝:L,0.0,0.006752452541725074,1.0,0.0007251631617113397,0.0,0.0033311125916055673,0.0,-0.010561056105610533,0.0,0.020038784744667026,0.0,0.023634881825590925,0.0,0.004696840307429451,0.0,0.0025178346621905767,0.0,0.013183279742765341,0.0,-0.007110536522301203,0.0,0.02650334075723837,0.0,0.0031042128603104846,0.0,0.0,1.0,0.00024172105390377988,0.0,0.0,1.0,-0.003520352035203511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0032786309812997314,1.009099256595967,2.0,,,,,,,,,,,,
2025-08-12,策略2_完整约束,1.0,0.0,2.0,1.0,0.0,PTA:L; 沪铝:L,0.0,0.0,1.0,0.0016908212560386993,0.0,0.0017706949977867037,0.0,-0.004413198542618235,0.0,0.015209125475285079,0.0,0.04538216560509545,1.0,0.004249893752656275,0.0,0.044788614483047384,0.0,0.006664550936210656,0.0,0.006184895833333259,0.0,0.019310045563028844,0.0,-0.0008841732979664174,0.0,0.0,1.0,0.000563607085346233,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000563607085346233,1.0096679920868024,1.0,,,,,,,,,,,,
2025-08-13,策略2_完整约束,1.0,0.0,3.0,0.0,1.0,PTA:L; 沪金:S; 沪铝:L,0.0,0.004555808656036442,1.0,0.0026525198938991412,0.0,-0.001325673884224443,-1.0,0.0021648368640792004,0.0,-0.0074906367041198685,0.0,-0.051789794364051844,1.0,0.0,0.0,-0.006810897435897467,0.0,-0.003783102143757877,0.0,0.02329343254610161,0.0,0.010004257130693972,0.0,-0.0212389380530974,0.0,0.0,1.0,0.0008841732979663804,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0008841732979663804,1.0105607135652168,2.0,,,,,,,,,,,,
2025-08-14,策略2_完整约束,0.0,2.0,1.0,0.0,2.0,沪金:S,0.0,-0.005416981607457849,0.0,-0.003607503607503615,0.0,-0.005309734513274322,-1.0,0.0012600936069537827,0.0,-0.02515723270440251,0.0,-0.02489959839357425,0.0,-0.012695725772323363,0.0,-0.01774909237595801,0.0,-0.010443037974683489,0.0,-0.001896933291179237,0.0,-0.012855637513171758,0.0,-0.004520795660036159,0.0,-0.0,1.0,-0.001202501202501205,0.0,-0.0,-1.0,-0.00042003120231792757,0.0,-0.0,0.0,-0.0,1.0,-0.004231908590774454,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0058544409955935866,1.0046444454951842,3.0,,,,,,,,,,,,
2025-08-15,策略2_完整约束,2.0,0.0,3.0,1.0,0.0,橡胶:S; 沪金:S; 焦煤:S,0.0,0.00139328689043694,0.0,0.0016895969104513409,0.0,0.0022241992882561235,-1.0,-0.0037241556440221757,0.0,0.001290322580645098,-1.0,0.01317957166392092,0.0,0.010715816545220802,0.0,-0.00944558521560579,-1.0,0.017268947873360974,0.0,-0.0063351282863477465,0.0,0.00982066609735277,0.0,-0.00544959128065392,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0012413852146740585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0012413852146740585,1.0058915962558261,1.0,,,,,,,,,,,,
2025-08-18,策略2_完整约束,0.0,0.0,3.0,0.0,3.0,橡胶:S; 沪金:S; 焦煤:S,0.0,-0.0013913483430305629,0.0,-0.00746987951807232,0.0,-0.007545494895694671,-1.0,0.0023975251353440807,0.0,-0.005154639175257714,-1.0,-0.03455284552845528,0.0,0.006361323155216203,0.0,-0.0066334991708125735,-1.0,-0.005344231373781816,0.0,0.00573796620975453,0.0,0.013107822410147962,0.0,-0.005936073059360725,0.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,-0.0007991750451146936,0.0,-0.0,-1.0,0.01151761517615176,0.0,0.0,0.0,-0.0,-1.0,0.001781410457927272,0.0,0.0,0.0,0.0,0.0,-0.0,0.012499850588964337,1.0184650909177189,3.0,,,,,,,,,,,,
2025-08-19,策略2_完整约束,0.0,0.0,3.0,0.0,3.0,橡胶:S; 沪金:S; 焦煤:S,0.0,-0.0007599746675110985,0.0,-0.002427773731488281,0.0,-0.006932021466905192,-1.0,-0.0033433634236041954,0.0,-0.0012953367875647714,-1.0,0.005894736842105175,0.0,-0.0025284450063211006,0.0,-0.002086811352253748,-1.0,0.003476611883691527,0.0,0.0019017432646593058,0.0,0.005843071786310494,0.0,-0.003215434083601254,0.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0011144544745347318,0.0,-0.0,-1.0,-0.001964912280701725,0.0,-0.0,0.0,-0.0,-1.0,-0.0011588706278971757,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0020093284340641686,1.016418660051436,3.0,,,,,,,,,,,,
2025-08-20,策略2_完整约束,0.0,1.0,2.0,0.0,2.0,橡胶:S; 焦煤:S,0.0,-0.00316896945113454,0.0,-0.00048673643222196805,0.0,0.002702094122945198,0.0,-0.0030707300079994004,0.0,-0.0025940337224383825,-1.0,-0.02678945165341151,0.0,0.009294465568229882,0.0,0.013801756587201952,-1.0,-0.012598425196850394,0.0,-0.00031635558367604233,0.0,-0.00892116182572611,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1.0,0.0010235766693331334,0.0,-0.0,-1.0,0.008929817217803837,0.0,0.0,0.0,0.0,-1.0,0.004199475065616798,0.0,-0.0,0.0,-0.0,0.0,0.0,0.014152868952753769,1.0308039001482774,3.0,,,,,,,,,,,,
2025-08-21,策略2_完整约束,1.0,0.0,3.0,0.0,0.0,橡胶:S; 焦煤:S; 豆粕:S,0.0,-0.0016531027466938353,0.0,0.0026783540297052877,0.0,-0.0011228385358185156,0.0,0.003157840244344401,0.0,0.004551365409622976,-1.0,-0.013333333333333308,0.0,0.01716199246546668,0.0,0.0004125412541253759,-1.0,0.002870813397129135,-1.0,-0.014873417721518956,0.0,-0.00565208289721586,0.0,-0.0018433179723502668,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-1.0,0.004444444444444436,0.0,0.0,0.0,0.0,-1.0,-0.000956937799043045,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0034875066454013908,1.0343988356001501,2.0,,,,,,,,,,,,
2025-08-22,策略2_完整约束,0.0,0.0,3.0,0.0,1.0,橡胶:S; 焦煤:S; 豆粕:S,0.0,0.0017832123296395164,0.0,0.0019426906265176402,0.0,0.001573741007194318,0.0,-0.0022190112498710057,0.0,-0.003236245954692518,-1.0,0.013077593722754965,0.0,0.0016460905349793276,0.0,-0.008247422680412342,-1.0,-0.006043256997455448,-1.0,-0.008030838419531006,0.0,0.00968421052631574,0.0,0.0041551246537396835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-1.0,-0.0043591979075849885,0.0,0.0,0.0,-0.0,-1.0,0.002014418999151816,-1.0,0.0026769461398436687,0.0,0.0,0.0,0.0,0.0003321672314104962,1.0347424289975458,3.0,,,,,,,,,,,,
2025-08-25,策略2_完整约束,0.0,1.0,2.0,0.0,1.0,橡胶:S; 豆粕:S,0.0,0.013223140495867813,0.0,0.0067862336403297085,0.0,0.005387205387205496,0.0,0.007473493664339248,0.0,0.02207792207792214,0.0,0.0460413080895008,0.0,-0.0012325390304026573,0.0,0.007900207900207956,-1.0,0.017919999999999936,-1.0,0.009391191709844593,0.0,-0.0010425354462051395,0.0,-0.0096551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.015347102696500267,0.0,-0.0,0.0,0.0,-1.0,-0.005973333333333312,-1.0,-0.0031303972366148645,0.0,-0.0,0.0,-0.0,-0.02445083326644844,1.0094421143924068,3.0,,,,,,,,,,,,
2025-08-26,策略2_完整约束,1.0,0.0,3.0,0.0,3.0,橡胶:S; 沪金:L; 豆粕:S,0.0,-0.0062743129627306216,0.0,-0.0026480500722195766,0.0,-0.005581603036392102,1.0,0.0024897969660413466,0.0,-0.013341804320203265,0.0,-0.04524886877828049,0.0,0.0016454134101193674,0.0,-0.011963696369637011,-1.0,-0.0012574662055957475,-1.0,-0.011549566891241536,0.0,-0.008557712377374238,0.0,0.0018570102135562205,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0004191554018652492,-1.0,0.0038498556304138454,0.0,-0.0,0.0,0.0,0.004269011032279095,1.0137514339151952,2.0,,,,,,,,,,,,
2025-08-27,策略2_完整约束,0.0,1.0,2.0,0.0,3.0,沪金:L; 豆粕:S,0.0,0.0,0.0,0.004586048756939354,0.0,0.0017961383026492417,1.0,5.120852109796736e-05,0.0,-0.0012878300064391723,0.0,-0.005601034037053032,0.0,-0.00944558521560579,0.0,-0.009603340292275608,0.0,-0.00786905886056033,-1.0,-0.011684518013631906,0.0,0.0,0.0,0.002780352177942591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.706950703265579e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0026230196201867764,-1.0,0.003894839337877302,0.0,0.0,0.0,0.0,0.006534928465096734,1.02037622701722,3.0,,,,,,,,,,,,
2025-08-28,策略2_完整约束,1.0,0.0,3.0,1.0,0.0,PTA:S; 沪金:L; 豆粕:S,0.0,-0.00328324283369108,0.0,-0.0028832292167226825,0.0,-0.006275212909009453,1.0,0.0026371037943571096,0.0,0.01934235976789167,0.0,0.018197573656845822,-1.0,-0.0066334991708125735,0.0,0.00042158516020229797,0.0,0.011738578680203116,-1.0,-0.0019704433497537144,0.0,-0.009052631578947423,0.0,0.009704251386321694,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0008790345981190365,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-1.0,0.0006568144499179048,0.0,-0.0,0.0,0.0,0.0015358490480369413,1.021943370874124,2.0,,,,,,,,,,,,
2025-08-29,策略2_完整约束,0.0,0.0,3.0,0.0,0.0,PTA:S; 沪金:L; 豆粕:S,0.0,0.006081337894336736,0.0,-0.00048192771084332175,0.0,-0.0013531799729363803,1.0,0.005362477975536795,0.0,-0.003795066413662229,0.0,-0.020425531914893602,-1.0,-0.0016694490818029983,0.0,-0.005056890012642201,0.0,-0.005330824709940396,-1.0,0.005264889766370517,0.0,-0.010410027618440565,0.0,0.0027459954233408634,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.0017874926585122648,0.0,-0.0,0.0,-0.0,-1.0,0.0005564830272676661,0.0,-0.0,0.0,-0.0,-1.0,-0.001754963255456839,0.0,-0.0,0.0,0.0,0.0005890124303230919,1.0225453082226552,3.0,,,,,,,,,,,,
2025-09-01,策略2_完整约束,0.0,1.0,2.0,0.0,0.0,PTA:S; 沪金:L,0.0,0.0046593628006548204,0.0,-0.004580520732883286,0.0,0.0015808491418247694,1.0,0.01877016077823801,0.0,-0.02730158730158727,0.0,-0.028236316246741944,-1.0,-0.0025083612040134318,0.0,0.010165184243964509,0.0,0.0,0.0,-0.0003273322422258085,0.0,0.007299270072992803,0.0,0.0009128251939753973,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.00625672025941267,0.0,-0.0,0.0,-0.0,-1.0,0.0008361204013378106,0.0,0.0,0.0,0.0,-1.0,0.00010911074740860283,0.0,0.0,0.0,0.0,0.007201951408159083,1.0299096298451158,3.0,,,,,,,,,,,,
2025-09-02,策略2_完整约束,0.0,0.0,2.0,0.0,0.0,PTA:S; 沪金:L,0.0,-0.0015041363750313286,0.0,0.0036328408815693436,0.0,0.006764374295377573,1.0,0.004961356270256623,0.0,0.007180156657963455,0.0,-0.00536432722396063,-1.0,-0.0033528918692372622,0.0,-0.005450733752620507,0.0,0.0006305170239595537,0.0,-0.0013097576948264411,0.0,0.004049445865302648,0.0,0.0031919744642043835,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0016537854234188742,0.0,0.0,0.0,-0.0,-1.0,0.0011176306230790873,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0027714160464979614,1.0327639379197113,2.0,,,,,,,,,,,,
2025-09-03,策略2_完整约束,1.0,0.0,3.0,0.0,1.0,PTA:S; 沪金:L; 沪铝:S,0.0,0.005649008285212087,-1.0,-0.0004826254826254539,0.0,-0.0017917133258679163,1.0,0.012999578257957278,0.0,0.0071289695398573105,0.0,-0.00584269662921344,-1.0,-0.005046257359125339,0.0,0.004215851602023646,0.0,0.000945179584120881,0.0,0.0052459016393442415,0.0,-0.00573126724686901,0.0,-0.0031818181818181746,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.004333192752652426,0.0,0.0,0.0,-0.0,-1.0,0.001682085786375113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.006015278539027539,1.0389763006713613,2.0,,,,,,,,,,,,
2025-09-04,策略2_完整约束,0.0,0.0,3.0,0.0,2.0,PTA:S; 沪金:L; 沪铝:S,0.0,-0.004244164274123108,-1.0,-0.005070014485755725,0.0,-0.007404083464213618,1.0,-0.00213062963779298,0.0,0.01866151866151866,0.0,-0.010397830018083143,-1.0,-0.01606086221470837,0.0,-0.0016792611251049694,0.0,0.0047214353163360645,0.0,-0.005870841487279899,0.0,0.0023484201537147253,0.0,0.007751937984496138,0.0,-0.0,-1.0,0.0016900048285852416,0.0,-0.0,1.0,-0.0007102098792643267,0.0,0.0,0.0,-0.0,-1.0,0.005353620738236124,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.006333415687557039,1.045556569473033,3.0,,,,,,,,,,,,
2025-09-05,策略2_完整约束,0.0,0.0,3.0,0.0,1.0,PTA:S; 沪金:L; 沪铝:S,0.0,0.004638335213739575,-1.0,0.004367871875758267,0.0,0.0015822784810126667,1.0,0.0031904972267216003,0.0,-0.0025268477574226234,0.0,0.05847418912745539,-1.0,0.0034364261168384758,0.0,0.015559293523969675,0.0,0.022869674185463706,0.0,0.006233595800524849,0.0,0.014483493077742216,0.0,0.0063348416289592535,0.0,0.0,-1.0,-0.0014559572919194224,0.0,0.0,1.0,0.0010634990755738667,0.0,-0.0,0.0,0.0,-1.0,-0.001145475372279492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015379335886250476,1.043948572906033,3.0,,,,,,,,,,,,
