trade_date,沪铅_close_return,沪铅_daily_return,沪铅_position,沪铅_equity_curve,沪铅_long_signal,沪铅_short_signal,沪铝_close_return,沪铝_daily_return,沪铝_position,沪铝_equity_curve,沪铝_long_signal,沪铝_short_signal,棕榈油_close_return,棕榈油_daily_return,棕榈油_position,棕榈油_equity_curve,棕榈油_long_signal,棕榈油_short_signal,纯碱_close_return,纯碱_daily_return,纯碱_position,纯碱_equity_curve,纯碱_long_signal,纯碱_short_signal,菜粕_close_return,菜粕_daily_return,菜粕_position,菜粕_equity_curve,菜粕_long_signal,菜粕_short_signal,PVC_close_return,PVC_daily_return,PVC_position,PVC_equity_curve,PVC_long_signal,PVC_short_signal,焦煤_close_return,焦煤_daily_return,焦煤_position,焦煤_equity_curve,焦煤_long_signal,焦煤_short_signal,棉花_close_return,棉花_daily_return,棉花_position,棉花_equity_curve,棉花_long_signal,棉花_short_signal,热卷_close_return,热卷_daily_return,热卷_position,热卷_equity_curve,热卷_long_signal,热卷_short_signal,portfolio_daily_return,portfolio_equity_curve
2025-08-05,0.0014925373134329067,0.0,0,1.0,False,False,0.001705237515225333,-0.001705237515225333,-1,1.0031268377554943,False,False,0.025571396243494027,0.0,0,1.0,False,False,0.014365522745410919,0.0,0,1.0,False,False,0.017176997759521972,0.0,0,1.0,False,False,0.012246536839991995,-0.012246536839991995,-1,1.0224422032826128,False,False,0.0359333917616127,-0.0359333917616127,-1,1.0313732448373032,False,False,0.0010865628395508864,0.0,0,1.0,False,False,0.01170617500731641,0.0,0,1.0,False,False,-0.005542796235203336,1.0067973643869963
2025-08-06,0.004769001490313007,0.0,0,1.0,False,False,0.0043774319066147704,-0.0043774319066147704,-1,0.9987357183295218,False,False,-0.010370697263901163,-0.0,0,1.0,False,False,0.07789142407553107,0.0,0,1.0,False,False,0.007709251101321479,0.0,0,1.0,False,False,0.0017850059500197357,-0.0017850059500197357,-1,1.0206171378662021,False,False,0.03299492385786795,-0.03299492385786795,-1,0.9973431631548542,False,False,0.0021707670043416005,0.0,0,1.0,False,False,-0.0017356089094591187,-0.0,0,1.0,False,False,-0.004350817968278051,1.0024169723236063
2025-08-07,0.0011865915158706386,0.0,0,1.0,False,False,0.004842615012106588,-0.004842615012106588,1,0.9938992257468122,True,False,-0.0022296544035674826,-0.0,0,1.0,False,False,-0.00948905109489051,-0.0,0,1.0,False,False,-0.002185792349726823,-0.0,0,1.0,False,False,-0.0009899029895070743,0.0009899029895070743,-1,1.021627449822118,False,False,0.006961506961506991,-0.006961506961506991,-1,0.9904001517815403,False,False,-0.0010830324909747446,-0.0,0,1.0,False,False,-0.0031874818893073975,-0.0,0,1.0,False,False,-0.001201579887122945,1.0012124882511515
2025-08-08,-0.001777777777777767,-0.0,0,1.0,False,False,-0.00313253012048198,-0.00313253012048198,1,0.9907858064854366,True,False,0.003351955307262511,0.0,0,1.0,False,False,-0.018422991893883522,-0.0,0,1.0,False,False,-0.0850675428988682,-0.0,0,1.0,False,False,-0.010503369005152585,0.010503369005152585,-1,1.0323579799133928,False,False,-0.0020333468889792705,0.0020333468889792705,-1,0.9924139788490098,False,False,-0.0025298156848572173,-0.0,1,1.0,True,False,-0.0034883720930232176,-0.0,0,1.0,False,False,0.0010449095304055417,1.0022586647220861
2025-08-11,0.002374591867022824,0.0,1,1.0,True,False,0.0007251631617113397,0.0007251631617113397,1,0.9915042878534462,False,False,0.02650334075723837,0.0,0,1.0,False,False,0.009759759759759845,0.0,0,1.0,False,False,-0.02035115722266556,-0.0,0,1.0,False,False,0.003404766673342774,-0.003404766673342774,-1,1.0288430418684242,False,False,0.023634881825590925,-0.023634881825590925,-1,0.968958391736849,False,False,0.005797101449275255,0.005797101449275255,1,1.0057971014492753,True,False,0.010793465577596306,0.0,0,1.0,False,False,-0.0022797093208830116,0.9999738063021834
2025-08-12,0.0017767249037607957,0.0017767249037607957,1,1.0017767249037608,False,False,0.0016908212560386993,0.0016908212560386993,1,0.9931807443788023,False,False,0.019310045563028844,0.0,0,1.0,False,False,0.0475836431226766,0.0,0,1.0,False,False,0.04358452138492863,0.0,0,1.0,False,False,0.007385229540918248,-0.007385229540918248,1,1.0212447998426493,True,False,0.04538216560509545,-0.04538216560509545,-1,0.9249849615386003,False,False,0.007204610951008661,0.007204610951008661,1,1.0130434782608695,False,False,0.0054834054834054236,0.0,0,1.0,False,False,-0.004677248670578393,0.9952966801460432
2025-08-13,0.000886786875554213,0.000886786875554213,1,1.002665087355641,False,False,0.0026525198938991412,0.0026525198938991412,1,0.9958151760615046,False,False,0.010004257130693972,0.0,0,1.0,False,False,-0.018452803406671436,-0.0,0,1.0,False,False,0.049180327868852514,0.0,-1,1.0,False,True,0.023776500891618868,0.023776500891618868,1,1.0455264277366692,True,False,-0.051789794364051844,0.051789794364051844,-1,0.9728897424865247,False,False,0.010729613733905685,0.010729613733905685,1,1.0239130434782608,False,False,-0.009471871412169874,-0.0,0,1.0,False,False,0.009981690639892194,1.0052314237021727
2025-08-14,-0.00945067926757237,-0.00945067926757237,1,0.9931892212022505,False,False,-0.003607503607503615,-0.003607503607503615,1,0.9922227692214559,False,False,-0.012855637513171758,-0.0,0,1.0,False,False,0.012292118582791112,0.0,0,1.0,False,False,-0.030505952380952328,0.030505952380952328,-1,1.0305059523809523,False,False,-0.008322043739113605,-0.008322043739113605,1,1.0368255110746454,False,False,-0.02489959839357425,0.02489959839357425,-1,0.997114306355667,False,False,0.0017692852087756172,0.0017692852087756172,1,1.0257246376811593,False,False,-0.005505650536076545,-0.0,0,1.0,False,False,0.0039771788187902895,1.0092294088285034
2025-08-15,0.004770423375074495,0.004770423375074495,1,0.9979271542789457,False,False,0.0016895969104513409,0.0016895969104513409,1,0.993899225746812,False,False,0.00982066609735277,0.0,0,1.0,False,False,-0.0035714285714285587,-0.0,0,1.0,False,False,-0.023023791250959325,0.023023791250959325,-1,1.0542321063114424,False,False,-0.005269320843091285,-0.005269320843091285,1,1.0313621447984909,False,False,0.01317957166392092,-0.01317957166392092,-1,0.9839727668979317,False,True,-0.0024726245143058545,-0.0024726245143058545,1,1.0231884057971015,False,False,0.002039627039627012,0.0,0,1.0,False,False,0.0009513660572407891,1.0101895554320321
2025-08-18,-0.004451038575667643,-0.004451038575667643,-1,0.9934853420195439,False,True,-0.00746987951807232,-0.00746987951807232,-1,0.986474918277378,False,True,0.013107822410147962,0.0,0,1.0,False,False,-0.006451612903225823,-0.0,0,1.0,False,False,0.01728201099764326,-0.01728201099764326,-1,1.0360128554560994,False,False,-0.00843633509907793,-0.00843633509907793,1,1.022661228136467,False,False,-0.03455284552845528,0.03455284552845528,-1,1.0179718259167627,False,True,0.0003541076487252326,0.0003541076487252326,1,1.0235507246376812,False,False,-0.005815644082582172,-0.0,0,1.0,False,False,-0.00030359011258673796,1.0098828718711645
2025-08-19,0.0029806259314455463,-0.0029806259314455463,-1,0.9905241338466093,False,True,-0.002427773731488281,0.002427773731488281,-1,0.9888698561707437,False,False,0.005843071786310494,0.0,0,1.0,False,False,-0.02020202020202022,-0.0,0,1.0,False,False,0.00540540540540535,-0.00540540540540535,-1,1.0304127859671477,False,False,-0.010486743173723778,-0.010486743173723778,1,1.011936842483275,False,False,0.005894736842105175,-0.005894736842105175,-1,1.0119711498903061,False,False,-0.001769911504424737,-0.001769911504424737,1,1.0217391304347827,False,False,-0.0008774495466510324,-0.0,0,1.0,False,False,-0.002678849902846256,1.0071775472379663
2025-08-20,-0.005943536404160454,0.005943536404160454,-1,0.9964113500953261,False,False,-0.00048673643222196805,0.00048673643222196805,-1,0.9893511751564681,False,False,-0.00892116182572611,-0.0,0,1.0,False,False,-0.03608247422680411,-0.0,0,1.0,False,False,0.008832565284178084,-0.008832565284178084,-1,1.021311597765441,False,False,0.0013997200559887624,0.0013997200559887624,1,1.013353270777093,False,False,-0.02678945165341151,0.02678945165341151,-1,1.0390813020849397,False,False,-0.0031914893617021045,-0.0031914893617021045,1,1.0184782608695653,False,False,-0.004098360655737654,-0.0,0,1.0,False,False,0.0025105988777669452,1.009706166057774
2025-08-21,0.0011958146487294208,-0.0011958146487294208,-1,0.9952198268067218,False,False,0.0026783540297052877,-0.0026783540297052877,-1,0.9867013424496941,False,False,-0.00565208289721586,-0.0,0,1.0,False,False,-0.0022918258212375475,-0.0,-1,1.0,False,True,-0.025123715264560365,0.025123715264560365,-1,1.046970739544093,False,False,-0.0007987220447284171,-0.0007987220447284171,1,1.0125438831806257,False,False,-0.013333333333333308,0.013333333333333308,-1,1.052935719446072,False,False,-0.001778726431874822,-0.001778726431874822,-1,1.0166666666666666,False,True,-0.007936507936507908,-0.0,0,1.0,False,False,0.0035561590492061918,1.0132968417772397
2025-08-22,0.002090176171991587,-0.002090176171991587,-1,0.9931396420388369,False,False,0.0019426906265176402,-0.0019426906265176402,-1,0.9847844870005447,False,False,0.00968421052631574,0.0,0,1.0,False,False,0.015313935681470214,-0.015313935681470214,-1,0.9846860643185298,False,False,-0.007028504490433463,0.007028504490433463,-1,1.0543293780883312,False,False,0.002997601918465209,0.002997601918465209,1,1.0155790866673782,False,False,0.013077593722754965,-0.013077593722754965,-1,1.0391658538909796,False,False,0.0,-0.0,-1,1.0166666666666666,False,True,-0.004148148148148123,-0.0,0,1.0,False,False,-0.0024886988659817482,1.0107750510762057
2025-08-25,0.005065554231227676,-0.005065554231227676,-1,0.988108839322907,False,False,0.0067862336403297085,-0.0067862336403297085,-1,0.9781015093863867,False,False,-0.0010425354462051395,-0.0,0,1.0,False,False,0.008295625942684737,-0.008295625942684737,-1,0.9765174770579689,False,False,0.001572945340149401,-0.001572945340149401,-1,1.0526709756060846,False,False,0.00557880055788007,0.00557880055788007,1,1.0212447998426495,False,False,0.0460413080895008,-0.0460413080895008,-1,0.9913212986558958,False,False,0.006414825374198241,-0.006414825374198241,-1,1.0101449275362318,False,False,0.00833085391252597,0.0,0,1.0,False,False,-0.007621965784467832,1.003070958221109
2025-08-26,0.0038541357841683777,-0.0038541357841683777,-1,0.9843005336866195,False,False,-0.0026480500722195766,0.0026480500722195766,1,0.9806915711589553,True,False,-0.008557712377374238,-0.0,0,1.0,False,False,-0.01944652206432307,0.01944652206432307,-1,0.9955073457217739,False,False,-0.00824499411071844,0.00824499411071844,-1,1.0613502416004812,False,False,-0.009510600356647525,-0.009510600356647525,1,1.0115321486850415,False,False,-0.04524886877828049,0.04524886877828049,-1,1.036177466015891,False,False,-0.0014164305949008194,0.0014164305949008194,-1,1.011575727716878,False,False,-0.006491590439657746,-0.0,0,1.0,False,False,0.007071125497736277,1.010163798849825
2025-08-27,-0.002362669816893037,0.002362669816893037,1,0.9866261108483126,True,False,0.004586048756939354,0.004586048756939354,1,0.9851890705198098,True,False,0.0,0.0,0,1.0,False,False,-0.0030511060259343914,0.0030511060259343914,-1,0.9985447441831675,False,False,-0.009897070467141722,0.009897070467141722,-1,1.071854499731919,False,False,-0.010002000400080036,-0.010002000400080036,1,1.0014148037291999,False,False,-0.005601034037053032,0.005601034037053032,-1,1.0419811312714733,False,False,-0.0017730496453900457,0.0017730496453900457,-1,1.0133693017021916,False,False,-0.005346005346005378,-0.0,0,1.0,False,False,0.001918775372141283,1.0121020762688868
2025-08-28,0.001184132622853662,0.001184132622853662,1,0.9877944070127274,False,False,-0.0028832292167226825,-0.0028832292167226825,1,0.9823485446076912,False,False,-0.009052631578947423,-0.0,0,1.0,False,False,0.003060443764345777,-0.003060443764345777,-1,0.9954887541474119,False,False,-0.007197121151539365,0.007197121151539365,-1,1.0795687664233122,False,False,-0.0006061830672863255,-0.0006061830672863255,1,1.0008077630318495,False,False,0.018197573656845822,-0.018197573656845822,-1,1.0230196028861172,False,False,-0.000355239786856143,0.000355239786856143,-1,1.0137292907969349,False,False,0.006867721707972452,0.0,1,1.0,True,False,-0.001778992904883493,1.0103015538561866
2025-08-29,-0.0017740981667652145,-0.0017740981667652145,1,0.9860419627661051,False,False,-0.00048192771084332175,-0.00048192771084332175,1,0.9818751236223381,False,False,-0.010410027618440565,-0.0,0,1.0,False,False,-0.011441647597253968,0.011441647597253968,1,1.0068787856593961,True,False,0.012082158679017407,-0.012082158679017407,-1,1.0665252452824747,False,False,-0.007885159725030344,-0.007885159725030344,1,0.992916233966293,False,False,-0.020425531914893602,0.020425531914893602,-1,1.0439153224344293,False,False,0.012082444918265711,-0.012082444918265711,-1,1.0014809624788483,False,False,-0.00771055753262162,-0.00771055753262162,1,0.9922894424673784,True,False,-0.001127685246710672,1.009162251699174
2025-09-01,-0.001481042654028486,-0.001481042654028486,1,0.9845815925605865,False,False,-0.004580520732883286,-0.004580520732883286,1,0.9773776242614837,False,False,0.007299270072992803,0.0,0,1.0,False,False,-0.019290123456790154,-0.019290123456790154,1,0.9874559695780034,False,False,0.0,-0.0,-1,1.0665252452824747,False,False,-0.0026492765437130528,-0.0026492765437130528,1,0.9902857242777742,False,False,-0.028236316246741944,0.028236316246741944,-1,1.0733916456135073,False,False,-0.015098314606741603,0.015098314606741603,-1,1.0166016371230164,False,False,-0.01285116557083088,-0.01285116557083088,1,0.9795373665480427,False,False,0.0002758335439152986,1.0094406124994457
2025-09-02,-0.00029664787896765965,-0.00029664787896765965,1,0.9842895185194829,False,False,0.0036328408815693436,0.0036328408815693436,1,0.9809282816516319,False,False,0.004049445865302648,0.0,0,1.0,False,False,-0.0031471282454760274,-0.0031471282454760274,1,0.9843483190049805,False,False,-0.005173099880620757,0.005173099880620757,-1,1.0720424869015246,False,False,-0.001225991009399241,-0.001225991009399241,1,0.9890716428830733,False,False,-0.00536432722396063,0.00536432722396063,-1,1.0791496696400436,False,False,0.0014260249554367554,-0.0014260249554367554,-1,1.0151519378187412,False,False,-0.001513775355737157,-0.001513775355737157,1,0.9780545670225386,False,False,0.0007289667267926544,1.010176461118631
2025-09-03,0.0008902077151335952,0.0008902077151335952,1,0.985165740642794,False,False,-0.0004826254826254539,-0.0004826254826254539,-1,0.9804548606662788,False,True,-0.00573126724686901,-0.0,0,1.0,False,False,0.00710339384372527,0.00710339384372527,1,0.9913405327942818,False,False,0.008399999999999963,-0.008399999999999963,-1,1.0630373300115519,False,False,-0.0020458265139116083,-0.0020458265139116083,1,0.9870481738919049,False,False,-0.00584269662921344,0.00584269662921344,-1,1.0854548137772662,False,False,-0.003915984336062661,0.003915984336062661,-1,1.019127256905963,False,False,0.0003032140691328067,0.0003032140691328067,1,0.9783511269276394,False,False,0.0007918938440811942,1.0109764136396266
2025-09-04,-0.00029647198339755043,-0.00029647198339755043,1,0.9848736666016904,False,False,-0.005070014485755725,0.005070014485755725,-1,0.9854257810124863,False,False,0.0023484201537147253,0.0,0,1.0,False,False,0.0007836990595611049,0.0007836990595611049,1,0.9921174454375374,False,False,-0.0007933359777866356,0.0007933359777866356,-1,1.0638806757711805,False,False,0.0010250102501025982,0.0010250102501025982,1,0.9880599083874891,False,False,-0.010397830018083143,0.010397830018083143,-1,1.0967411884232323,False,False,0.0014295925661187425,-0.0014295925661187425,-1,1.0176703201555612,False,False,0.004243710215216634,0.004243710215216634,1,0.9825029655990509,False,False,0.0022875039396655053,1.0132890261687362
2025-09-05,0.0023724792408066353,0.0023724792408066353,1,0.9872102589305201,False,False,0.004367871875758267,-0.004367871875758267,-1,0.9811215674579548,False,False,0.014483493077742216,0.0,0,1.0,False,False,0.019577133907595856,0.019577133907595856,1,1.01154026151893,False,False,0.012306470821754623,-0.012306470821754623,-1,1.0507880592769738,False,False,0.0061437640794592685,0.0061437640794592685,1,0.994130315360994,False,False,0.05847418912745539,-0.05847418912745539,-1,1.032610136747502,False,False,-0.0007137758743754885,0.0007137758743754885,-1,1.0183967086781565,False,False,0.008149713250830137,0.008149713250830137,1,0.9905100830367735,False,False,-0.004243518385766766,1.0089891155560935
2025-09-08,-0.0002958579881656709,-0.0002958579881656709,1,0.9869181848894164,False,False,0.0012080212611742525,-0.0012080212611742525,-1,0.979936351744669,False,False,-0.006298551333193347,-0.0,1,1.0,True,False,-0.00691244239631339,-0.00691244239631339,1,1.0045480477296285,True,False,-0.0031372549019608176,0.0031372549019608176,-1,1.0540846492668625,False,False,-0.004681457358029717,-0.004681457358029717,1,0.989476336681307,False,False,-0.01294777729823049,0.01294777729823049,-1,1.045980142834004,False,False,-0.00821428571428573,0.00821428571428573,-1,1.026762110213727,False,False,0.00359281437125758,0.00359281437125758,1,0.9940688018979835,False,False,0.0016438170313390651,1.0106477090486803
2025-09-09,0.0020716188221368004,0.0020716188221368004,1,0.9889627031771424,False,False,0.0014478764478764727,-0.0014478764478764727,-1,0.9785175249805599,False,False,0.0021128248468202937,0.0021128248468202937,1,1.0021128248468203,False,False,-0.011600928074245953,-0.011600928074245953,1,0.9928943580807928,True,False,0.0031471282454760274,-0.0031471282454760274,-1,1.050767309694032,False,False,-0.00879345603271986,-0.00879345603271986,1,0.9807754200192832,False,False,-0.01749016178399654,0.01749016178399654,1,1.0642745047550186,True,False,-0.003601008282319018,0.003601008282319018,-1,1.030459489076578,False,False,-0.0008949880668257526,-0.0008949880668257526,1,0.993179122182681,False,False,-6.764034798571276e-05,1.0105793484859493
2025-09-10,-0.007974010632014195,-0.007974010632014195,1,0.9810767040673424,False,False,0.001927710843373509,-0.001927710843373509,-1,0.9766312261372239,False,False,-0.025511279780729534,-0.025511279780729534,1,0.9765476442002958,False,False,0.0023474178403755097,0.0023474178403755097,1,0.9952250960105599,False,False,-0.00666666666666671,0.00666666666666671,-1,1.0577724250919924,False,False,0.00206313183412421,0.00206313183412421,1,0.9827988890104515,False,False,-0.00578549176680021,-0.00578549176680021,1,1.058117153370143,False,False,0.0014456089627756796,-0.0014456089627756796,-1,1.0289698476033915,False,False,-0.002090176171991587,-0.002090176171991587,1,0.9911032028469753,False,False,-0.003739673535168698,1.0068001116412284
2025-09-11,0.006251860672819243,0.006251860672819243,1,0.9872102589305202,False,False,0.006012506012506025,-0.006012506012506025,-1,0.9707592250180727,False,False,0.009303331890956335,0.009303331890956335,1,0.9856327910416227,False,False,0.004683840749414525,0.004683840749414525,1,0.9998865718700941,False,False,0.01342281879194629,-0.01342281879194629,-1,1.043574137506865,False,False,0.006382540662960734,0.006382540662960734,1,0.9890716428830734,False,False,0.021933751119068923,0.021933751119068923,1,1.0813256316669815,False,False,-0.001443522194153779,0.001443522194153779,-1,1.030455188415522,False,False,-0.002393776181927043,-0.002393776181927043,1,0.9887307236061685,False,False,0.003129971811443798,1.009951367610424
2025-09-12,0.008284023668639007,0.008284023668639007,1,0.9953883320814239,False,False,0.009801577814965379,-0.009801577814965379,-1,0.9612442529344626,False,False,-0.0036441586280814287,-0.0036441586280814287,1,0.9820409888020284,False,False,0.002331002331002363,0.002331002331002363,1,1.0022173097998612,False,False,-0.014024152707440618,0.014024152707440618,-1,1.0582093805727968,False,False,-0.002454991816693952,-0.002454991816693952,1,0.9866434800936714,False,False,0.0026281208935610145,0.0026281208935610145,1,1.0841674861523085,False,False,0.0018070112034693775,-0.0018070112034693775,-1,1.028593144345382,False,False,0.008998200359928044,0.008998200359928044,1,0.9976275207591935,False,False,0.0020619733885956565,1.0120338604542123
2025-09-15,0.007042253521126751,0.007042253521126751,1,1.0023981090679128,False,False,-0.004498106060606077,0.004498106060606077,-1,0.9655680315343097,False,False,0.013554216867469826,0.013554216867469826,1,0.9953517853369956,False,False,0.013953488372093092,0.013953488372093092,1,1.016201737378464,False,False,-0.010667720268668468,0.010667720268668468,-1,1.0694980622304284,False,False,0.00922887612797374,0.00922887612797374,1,0.9957490905539288,False,False,0.03757099169943201,0.03757099169943201,1,1.124900733775331,False,False,0.0018037518037516964,-0.0018037518037516964,-1,1.0267378176059423,False,False,0.001783590963139181,0.001783590963139181,1,0.9994068801897985,False,False,0.010721721341861938,1.0228846054945313
2025-09-16,-0.006118881118881148,-0.006118881118881148,1,0.996264554204735,False,False,-0.0019024970273483488,0.0019024970273483488,-1,0.9674050218440065,False,False,0.006368074718743344,0.006368074718743344,1,1.0016902598774562,False,False,0.023700305810397504,0.023700305810397504,1,1.0402860293193907,False,False,0.005591054313099031,-0.005591054313099031,-1,1.063518440476744,False,False,0.007925218451534155,0.007925218451534155,1,1.0036406196194851,False,False,0.044631578947368356,0.044631578947368356,1,1.1751068296827771,False,False,0.0007202016564638036,-0.0007202016564638036,-1,1.0259983593289486,False,False,0.00949554896142435,0.00949554896142435,1,1.0088967971530252,False,False,0.009065898536485786,1.032157973542478
2025-09-17,0.0026385224274405594,0.0026385224274405594,1,0.9988932205746683,False,False,-0.0021443888491780028,0.0021443888491780028,-1,0.9694795143854876,False,False,-0.0061168529846024056,-0.0061168529846024056,1,0.9955630678216776,False,False,-0.0037341299477221535,-0.0037341299477221535,1,1.0364014661031122,False,False,-0.023034154090548098,0.023034154090548098,-1,1.0880156881128247,False,True,0.0026209677419355426,0.0026209677419355426,1,1.006271129308004,True,False,-0.006045949214026569,-0.006045949214026569,1,1.1680021934694593,False,False,-0.00035984166966529507,0.00035984166966529507,1,1.0263675562916434,True,False,-0.003527336860670194,-0.003527336860670194,1,1.005338078291815,False,False,0.001263733974638464,1.0334623466408375
2025-09-18,0.002631578947368318,0.002631578947368318,1,1.0015218869446016,False,False,-0.007402101241642756,0.007402101241642756,-1,0.9766556999026677,False,False,-0.012733446519524572,-0.012733446519524572,1,0.9828861187407565,False,False,-0.020989505247376306,-0.020989505247376306,1,1.0146479120919525,False,False,0.004065040650406582,-0.004065040650406582,-1,1.0835928601123659,False,False,-0.010054293183189178,-0.010054293183189178,1,0.9961537843521625,False,False,-0.023925385239253805,-0.023925385239253805,1,1.140057291030409,False,False,-0.008999280057595427,-0.008999280057595427,1,1.0171309872105452,False,False,-0.010619469026548645,-0.010619469026548645,1,0.9946619217081852,False,False,-0.009039193303875937,1.0241206807172738
