boot_mean,boot_std,boot_p_ge_obs,S,pair
0.4926158192090396,0.03701007046523355,0.002,2,main~close
0.48887853107344637,0.036668802767860165,1.0,2,retail~close
0.4956752873563219,0.03818499264498636,0.0,3,main~close
0.49670977011494255,0.038238368190722856,1.0,3,retail~close
0.4832602339181286,0.03654998537906142,0.0,4,main~close
0.47916081871345034,0.03706212394192336,1.0,4,retail~close
