pair,n,same_rate,opp_rate,binom_p_same,chi2_p,long_y_n,long_same_rate,short_y_n,short_same_rate,variety_id,variety_name,S
main~retail,171,0.1871345029239766,0.8128654970760234,4.234712747717793e-17,4.682397113846519e-16,94,0.14893617021276595,77,0.23376623376623376,20,棕榈油,4
main~close,177,0.5423728813559322,0.4011299435028249,0.29263710818802985,0.05560918281582624,87,0.5977011494252874,81,0.5432098765432098,21,玉米,2
retail~close,177,0.288135593220339,0.6610169491525424,1.642014869575504e-08,3.663225537616053e-07,87,0.2988505747126437,81,0.30864197530864196,21,玉米,2
main~retail,177,0.21468926553672316,0.7796610169491526,9.936808817177435e-15,4.632164649355566e-14,88,0.23863636363636365,89,0.19101123595505617,21,玉米,2
main~close,174,0.6264367816091954,0.3275862068965517,0.0010559135324063682,5.690149564589176e-05,85,0.6941176470588235,81,0.6172839506172839,21,玉米,3
retail~close,174,0.27586206896551724,0.6781609195402298,2.901034782387597e-09,5.750871458143162e-08,85,0.25882352941176473,81,0.32098765432098764,21,玉米,3
main~retail,174,0.20689655172413793,0.7931034482758621,2.802942608077484e-15,1.2144619058531681e-14,82,0.21951219512195122,92,0.1956521739130435,21,玉米,3
main~close,171,0.6491228070175439,0.3333333333333333,0.00011821832487370969,3.0360258944355396e-05,92,0.6521739130434783,76,0.6710526315789473,21,玉米,4
retail~close,171,0.2573099415204678,0.7251461988304093,1.5654765248120956e-10,7.834667592757458e-10,92,0.2608695652173913,76,0.2631578947368421,21,玉米,4
main~retail,171,0.21052631578947367,0.7894736842105263,1.1219334241242467e-14,3.6794579456760545e-14,83,0.20481927710843373,88,0.2159090909090909,21,玉米,4
main~close,177,0.5536723163841808,0.4350282485875706,0.17589930239341012,0.11105410162253376,83,0.5662650602409639,92,0.5543478260869565,22,鸡蛋,2
retail~close,177,0.4406779661016949,0.5480225988700564,0.1325341922381054,0.15581633732815603,83,0.4578313253012048,92,0.43478260869565216,22,鸡蛋,2
main~retail,177,0.2655367231638418,0.7344632768361582,3.3814103534423787e-10,4.3569723158253447e-10,92,0.2717391304347826,85,0.25882352941176473,22,鸡蛋,2
main~close,174,0.5804597701149425,0.41954022988505746,0.040363102046086126,0.034226001103572254,81,0.5802469135802469,93,0.5806451612903226,22,鸡蛋,3
retail~close,174,0.367816091954023,0.6264367816091954,0.0006052447871282058,0.0006396840965225383,81,0.37037037037037035,93,0.3655913978494624,22,鸡蛋,3
main~retail,174,0.26436781609195403,0.7298850574712644,3.8977413934630375e-10,7.450549191918433e-10,88,0.26136363636363635,85,0.27058823529411763,22,鸡蛋,3
main~close,171,0.6081871345029239,0.391812865497076,0.005745647150665605,0.004547308398224435,86,0.5813953488372093,85,0.6352941176470588,22,鸡蛋,4
retail~close,171,0.3333333333333333,0.6666666666666666,1.5596123705589434e-05,1.3107506583356908e-05,86,0.32558139534883723,85,0.3411764705882353,22,鸡蛋,4
main~retail,171,0.26900584795321636,0.7309941520467836,1.2492231225254174e-09,1.3386336509687061e-09,84,0.23809523809523808,87,0.2988505747126437,22,鸡蛋,4
main~close,177,0.5875706214689266,0.3785310734463277,0.023863795943825494,0.0047765252464724945,84,0.5833333333333334,87,0.632183908045977,23,棉花,2
retail~close,177,0.23728813559322035,0.7288135593220338,1.391524344688998e-12,2.67129756503112e-11,84,0.2261904761904762,87,0.26436781609195403,23,棉花,2
main~retail,177,0.22033898305084745,0.7796610169491526,3.585438715807412e-14,7.969570120771949e-14,87,0.1839080459770115,90,0.25555555555555554,23,棉花,2
main~close,174,0.6896551724137931,0.28735632183908044,6.178035816936492e-07,6.353577096794181e-08,88,0.6704545454545454,82,0.7439024390243902,23,棉花,3
retail~close,174,0.27011494252873564,0.7011494252873564,1.0785770585804873e-09,8.125432004267928e-09,88,0.2727272727272727,82,0.2804878048780488,23,棉花,3
main~retail,174,0.20689655172413793,0.7873563218390804,2.802942608077484e-15,1.2130365322388706e-14,86,0.16279069767441862,87,0.25287356321839083,23,棉花,3
main~close,171,0.7017543859649122,0.29239766081871343,1.3628378909728081e-07,2.014214439132535e-08,99,0.6464646464646465,71,0.7887323943661971,23,棉花,4
retail~close,171,0.2982456140350877,0.695906432748538,1.3628378909728081e-07,4.122765810940174e-08,99,0.36363636363636365,71,0.2112676056338028,23,棉花,4
main~retail,171,0.22807017543859648,0.7719298245614035,5.115953576649134e-13,1.4100214436164896e-12,92,0.21739130434782608,79,0.24050632911392406,23,棉花,4
main~close,177,0.5988700564971752,0.3898305084745763,0.010397044402203244,0.005916366294709662,83,0.5662650602409639,92,0.6413043478260869,24,白糖,2
retail~close,177,0.2994350282485876,0.6892655367231638,9.73048772250304e-08,1.9957482732051938e-07,83,0.3132530120481928,92,0.29347826086956524,24,白糖,2
main~retail,177,0.24293785310734464,0.7570621468926554,4.4289464995098345e-12,9.363975324349252e-12,93,0.21505376344086022,84,0.27380952380952384,24,白糖,2
main~close,174,0.6551724137931034,0.3390804597701149,5.163850933956167e-05,3.966360838106394e-05,80,0.6125,93,0.6989247311827957,24,白糖,3
retail~close,174,0.29310344827586204,0.7011494252873564,4.7788627962880375e-08,6.777988923448593e-08,80,0.2875,93,0.3010752688172043,24,白糖,3
main~retail,174,0.19540229885057472,0.8045977011494253,1.7731215882567742e-16,7.85122630209171e-16,89,0.14606741573033707,85,0.24705882352941178,24,白糖,3
main~close,171,0.7017543859649122,0.29239766081871343,1.3628378909728081e-07,7.668898362497901e-08,84,0.6666666666666666,86,0.7441860465116279,24,白糖,4
retail~close,171,0.2573099415204678,0.7368421052631579,1.5654765248120956e-10,3.1457759210908245e-10,84,0.2857142857142857,86,0.23255813953488372,24,白糖,4
main~retail,171,0.21052631578947367,0.7894736842105263,1.1219334241242467e-14,4.3298246422870954e-14,90,0.18888888888888888,81,0.2345679012345679,24,白糖,4
main~close,177,0.4576271186440678,0.5423728813559322,0.29263710818802985,0.30239704756233843,98,0.42857142857142855,79,0.4936708860759494,25,苹果,2
retail~close,177,0.5310734463276836,0.4689265536723164,0.4523583023636834,0.3739389902954954,98,0.5102040816326531,79,0.5569620253164557,25,苹果,2
main~retail,177,0.2937853107344633,0.7062146892655368,4.05038038196404e-08,2.940176558779226e-08,85,0.24705882352941178,92,0.33695652173913043,25,苹果,2
main~close,174,0.5517241379310345,0.4482758620689655,0.19733841594358556,0.13154814217844604,99,0.5151515151515151,75,0.6,25,苹果,3
retail~close,174,0.4885057471264368,0.5114942528735632,0.8201708574029798,0.7755908491731207,99,0.48484848484848486,75,0.49333333333333335,25,苹果,3
main~retail,174,0.28160919540229884,0.7183908045977011,7.587354643605879e-09,7.201380738901809e-09,86,0.2441860465116279,88,0.3181818181818182,25,苹果,3
main~close,171,0.5380116959064327,0.4502923976608187,0.358834215800844,0.19467366923693244,92,0.4891304347826087,77,0.6103896103896104,25,苹果,4
retail~close,171,0.47953216374269003,0.5087719298245614,0.6464833446153438,0.7146386870789865,92,0.4782608695652174,77,0.4935064935064935,25,苹果,4
main~retail,171,0.2573099415204678,0.7426900584795322,1.5654765248120956e-10,1.526777837512882e-10,84,0.20238095238095238,87,0.3103448275862069,25,苹果,4
main~close,177,0.5028248587570622,0.4915254237288136,1.0,0.8637596696571356,85,0.5294117647058824,91,0.4835164835164835,26,红枣,2
retail~close,177,0.5141242937853108,0.4745762711864407,0.7637740588658735,0.6269880711877767,85,0.47058823529411764,91,0.5604395604395604,26,红枣,2
main~retail,177,0.1977401129943503,0.7966101694915254,1.732420325973539e-16,1.516755208782089e-15,81,0.19753086419753085,95,0.2,26,红枣,2
main~close,174,0.5574712643678161,0.43103448275862066,0.14954904000438268,0.08755493010693989,79,0.5822784810126582,93,0.5483870967741935,26,红枣,3
retail~close,174,0.4425287356321839,0.5344827586206896,0.14954904000438268,0.1899765794552129,79,0.4050632911392405,93,0.4838709677419355,26,红枣,3
main~retail,174,0.15517241379310345,0.8333333333333334,3.482861931712209e-21,2.534245501203323e-19,79,0.1518987341772152,93,0.16129032258064516,26,红枣,3
main~close,171,0.5847953216374269,0.4093567251461988,0.031954028592738,0.01857351462145331,75,0.6133333333333333,95,0.5684210526315789,26,红枣,4
retail~close,171,0.4152046783625731,0.5789473684210527,0.031954028592738,0.023989925515128022,75,0.37333333333333335,95,0.45263157894736844,26,红枣,4
main~retail,171,0.19298245614035087,0.8070175438596491,1.803938189938987e-16,1.0152622083817245e-15,80,0.1875,91,0.1978021978021978,26,红枣,4
main~close,177,0.5084745762711864,0.4632768361581921,0.8805599174040935,0.5507642957624362,88,0.5454545454545454,84,0.5,27,花生,2
retail~close,177,0.4463276836158192,0.5084745762711864,0.17589930239341012,0.3959836277008148,88,0.4659090909090909,84,0.4523809523809524,27,花生,2
main~retail,177,0.1864406779661017,0.7966101694915254,9.793690299783024e-18,2.0021877557763923e-16,90,0.2222222222222222,84,0.15476190476190477,27,花生,2
main~close,174,0.4942528735632184,0.47126436781609193,0.939599371952146,0.6761033140231463,80,0.6,88,0.4318181818181818,27,花生,3
retail~close,174,0.47126436781609193,0.4827586206896552,0.4951688582884377,0.8721267314578867,80,0.4875,88,0.48863636363636365,27,花生,3
main~retail,174,0.1839080459770115,0.8045977011494253,9.718725894710974e-18,7.046060621670276e-17,86,0.26744186046511625,86,0.10465116279069768,27,花生,3
main~close,171,0.5380116959064327,0.4502923976608187,0.358834215800844,0.16938881575515524,73,0.6164383561643836,96,0.4895833333333333,27,花生,4
retail~close,171,0.45614035087719296,0.5321637426900585,0.2843136579753456,0.30773958701236853,73,0.4520547945205479,96,0.46875,27,花生,4
main~retail,171,0.16374269005847952,0.8362573099415205,8.738712701597344e-20,8.163489572455142e-19,86,0.22093023255813954,85,0.10588235294117647,27,花生,4
main~close,177,0.6779661016949152,0.3050847457627119,2.50389737820857e-06,5.292640935983686e-07,87,0.7241379310344828,87,0.6551724137931034,28,PTA,2
retail~close,177,0.3107344632768362,0.672316384180791,5.194305648357268e-07,1.2213141434456437e-06,87,0.3218390804597701,87,0.3103448275862069,28,PTA,2
main~retail,177,0.2033898305084746,0.7966101694915254,6.911855467506741e-16,2.525241937383737e-15,89,0.23595505617977527,88,0.17045454545454544,28,PTA,2
main~close,174,0.6724137931034483,0.3275862068965517,6.323060637759498e-06,5.6291018075128695e-06,89,0.6966292134831461,85,0.6470588235294118,28,PTA,3
retail~close,174,0.3218390804597701,0.6781609195402298,2.9873726008990803e-06,2.4812085388542187e-06,89,0.33707865168539325,85,0.3058823529411765,28,PTA,3
main~retail,174,0.21264367816091953,0.7873563218390804,1.05812967822162e-14,2.6780660362252846e-14,89,0.24719101123595505,85,0.17647058823529413,28,PTA,3
main~close,171,0.6783625730994152,0.3157894736842105,3.564509052405045e-06,1.638685631731245e-06,88,0.6477272727272727,82,0.7195121951219512,28,PTA,4
retail~close,171,0.30409356725146197,0.6900584795321637,3.2070796392642856e-07,3.377852488532841e-07,88,0.3409090909090909,82,0.2682926829268293,28,PTA,4
main~retail,171,0.19883040935672514,0.8011695906432749,7.407009786794126e-16,3.775587824082392e-15,90,0.18888888888888888,81,0.20987654320987653,28,PTA,4
main~close,177,0.6666666666666666,0.3333333333333333,1.092425334845219e-05,8.100915554644877e-06,92,0.6413043478260869,85,0.6941176470588235,29,对二甲苯,2
retail~close,177,0.2937853107344633,0.7062146892655368,4.05038038196404e-08,3.9209731900276295e-08,92,0.30434782608695654,85,0.2823529411764706,29,对二甲苯,2
main~retail,177,0.24293785310734464,0.7570621468926554,4.4289464995098345e-12,7.784006677310847e-12,89,0.2247191011235955,88,0.26136363636363635,29,对二甲苯,2
main~close,174,0.6494252873563219,0.3390804597701149,9.902678209216967e-05,3.120767895195318e-05,90,0.6222222222222222,82,0.6951219512195121,29,对二甲苯,3
retail~close,174,0.3045977011494253,0.6839080459770115,2.702667922101861e-07,4.142545004051287e-07,90,0.3333333333333333,82,0.2804878048780488,29,对二甲苯,3
main~retail,174,0.27011494252873564,0.7298850574712644,1.0785770585804873e-09,1.435806675482689e-09,90,0.24444444444444444,84,0.2976190476190476,29,对二甲苯,3
main~close,171,0.6608187134502924,0.3333333333333333,3.1407517861889296e-05,1.4814595624668447e-05,85,0.6,85,0.7294117647058823,29,对二甲苯,4
retail~close,171,0.29239766081871343,0.7017543859649122,5.636664667131688e-08,7.863118370330777e-08,85,0.3058823529411765,85,0.2823529411764706,29,对二甲苯,4
main~retail,171,0.22807017543859648,0.7719298245614035,5.115953576649134e-13,1.0165121091012329e-12,88,0.17045454545454544,83,0.2891566265060241,29,对二甲苯,4
main~close,177,0.6497175141242938,0.3502824858757062,8.295915395809707e-05,0.0001135724222748385,76,0.618421052631579,101,0.6732673267326733,30,聚丙烯,2
retail~close,177,0.3107344632768362,0.6892655367231638,5.194305648357268e-07,2.708205052618369e-07,76,0.2631578947368421,101,0.3465346534653465,30,聚丙烯,2
main~retail,177,0.24293785310734464,0.7570621468926554,4.4289464995098345e-12,4.820346228460156e-12,86,0.18604651162790697,91,0.2967032967032967,30,聚丙烯,2
main~close,174,0.6666666666666666,0.3275862068965517,1.3051948574184818e-05,6.4229421847844996e-06,85,0.5882352941176471,88,0.75,30,聚丙烯,3
retail~close,174,0.3390804597701149,0.6551724137931034,2.6281626550885452e-05,2.8293132520771603e-05,85,0.32941176470588235,88,0.3522727272727273,30,聚丙烯,3
main~retail,174,0.20689655172413793,0.7931034482758621,2.802942608077484e-15,3.114493994801691e-15,85,0.11764705882352941,89,0.29213483146067415,30,聚丙烯,3
main~close,171,0.6842105263157895,0.30409356725146197,1.639643676855498e-06,8.733339923884836e-07,76,0.6578947368421053,93,0.7204301075268817,30,聚丙烯,4
retail~close,171,0.28654970760233917,0.7017543859649122,2.2682561847150252e-08,3.1897502611714726e-08,76,0.25,93,0.3225806451612903,30,聚丙烯,4
main~retail,171,0.2046783625730994,0.7953216374269005,2.933903289448425e-15,6.013969360278824e-15,83,0.14457831325301204,88,0.26136363636363635,30,聚丙烯,4
main~close,177,0.5932203389830508,0.4067796610169492,0.015919925652419117,0.01347900273853198,87,0.5402298850574713,90,0.6444444444444445,31,苯乙烯,2
retail~close,177,0.3333333333333333,0.6666666666666666,1.092425334845219e-05,9.243827068794417e-06,87,0.3333333333333333,90,0.3333333333333333,31,苯乙烯,2
main~retail,177,0.3220338983050847,0.6779661016949152,2.50389737820857e-06,1.9859278176910484e-06,89,0.2696629213483146,88,0.375,31,苯乙烯,2
main~close,174,0.6781609195402298,0.3160919540229885,2.9873726008990803e-06,1.2234905313922782e-06,87,0.6091954022988506,86,0.7558139534883721,31,苯乙烯,3
retail~close,174,0.3620689655172414,0.632183908045977,0.0003389405285547461,0.00034743362862900965,87,0.3793103448275862,86,0.3488372093023256,31,苯乙烯,3
main~retail,174,0.28735632183908044,0.7126436781609196,1.930315429665159e-08,2.044189228250462e-08,90,0.2222222222222222,84,0.35714285714285715,31,苯乙烯,3
main~close,171,0.6608187134502924,0.3391812865497076,3.1407517861889296e-05,1.1222215516295835e-05,92,0.5869565217391305,79,0.7468354430379747,31,苯乙烯,4
retail~close,171,0.3684210526315789,0.631578947368421,0.000719328510547317,0.0004979344324882936,92,0.391304347826087,79,0.34177215189873417,31,苯乙烯,4
main~retail,171,0.25146198830409355,0.7485380116959064,5.300259557810075e-11,7.484971648932045e-11,88,0.19318181818181818,83,0.3132530120481928,31,苯乙烯,4
main~close,177,0.5875706214689266,0.4067796610169492,0.023863795943825494,0.018717688091808158,83,0.5421686746987951,93,0.6344086021505376,32,纯苯,2
retail~close,177,0.3333333333333333,0.6101694915254238,1.092425334845219e-05,0.0001415623088474165,83,0.3253012048192771,93,0.34408602150537637,32,纯苯,2
main~retail,177,0.2655367231638418,0.6836158192090396,3.3814103534423787e-10,7.596626379390554e-09,82,0.21951219512195122,86,0.3372093023255814,32,纯苯,2
main~close,174,0.6091954022988506,0.39080459770114945,0.004887778883883143,0.003155625190394397,91,0.5604395604395604,83,0.6626506024096386,32,纯苯,3
retail~close,174,0.3620689655172414,0.632183908045977,0.0003389405285547461,0.00036752664829587436,91,0.3516483516483517,83,0.37349397590361444,32,纯苯,3
main~retail,174,0.29310344827586204,0.7011494252873564,4.7788627962880375e-08,4.652563474141105e-08,84,0.23809523809523808,89,0.34831460674157305,32,纯苯,3
main~close,171,0.6257309941520468,0.3684210526315789,0.00125215675577238,0.0004598745989356607,92,0.5760869565217391,78,0.6923076923076923,32,纯苯,4
retail~close,171,0.34502923976608185,0.631578947368421,6.16903575171755e-05,0.0001770016623795892,92,0.33695652173913043,78,0.358974358974359,32,纯苯,4
main~retail,171,0.2631578947368421,0.7192982456140351,4.4877481307442764e-10,1.0783019139779268e-09,80,0.2125,88,0.3181818181818182,32,纯苯,4
main~close,177,0.6214689265536724,0.3785310734463277,0.0015216911970620728,0.002019172903317917,75,0.5866666666666667,102,0.6470588235294118,33,烧碱,2
retail~close,177,0.2824858757062147,0.7175141242937854,6.480862454151565e-09,3.28706662554339e-09,75,0.22666666666666666,102,0.3235294117647059,33,烧碱,2
main~retail,177,0.2542372881355932,0.7457627118644068,4.101914510394749e-11,3.879891306349309e-11,86,0.19767441860465115,91,0.3076923076923077,33,烧碱,2
main~close,174,0.6149425287356322,0.3735632183908046,0.002999944811506539,0.001620176172548624,65,0.6307692307692307,107,0.616822429906542,33,烧碱,3
retail~close,174,0.3103448275862069,0.6781609195402298,6.178035816936492e-07,3.95662151106778e-07,65,0.24615384615384617,107,0.35514018691588783,33,烧碱,3
main~retail,174,0.22988505747126436,0.7701149425287356,4.664600328532964e-13,8.70871431929485e-13,85,0.2,89,0.25842696629213485,33,烧碱,3
main~close,171,0.6432748538011696,0.3567251461988304,0.00022108069170281278,0.00010643795556932728,62,0.6935483870967742,109,0.6146788990825688,33,烧碱,4
retail~close,171,0.2631578947368421,0.7368421052631579,4.4877481307442764e-10,2.3618729909295996e-10,62,0.1935483870967742,109,0.30275229357798167,33,烧碱,4
main~retail,171,0.2222222222222222,0.7777777777777778,1.4805269604825363e-13,3.7076446043019113e-13,88,0.22727272727272727,83,0.21686746987951808,33,烧碱,4
main~close,177,0.5084745762711864,0.4632768361581921,0.8805599174040935,0.5406368412720821,85,0.5294117647058824,87,0.5172413793103449,34,尿素,2
retail~close,177,0.4858757062146893,0.4858757062146893,0.7637740588658735,0.9957526275098637,85,0.5176470588235295,87,0.4827586206896552,34,尿素,2
main~retail,177,0.23728813559322035,0.7627118644067796,1.391524344688998e-12,2.7911062435240887e-12,92,0.2391304347826087,85,0.23529411764705882,34,尿素,2
main~close,174,0.5459770114942529,0.42528735632183906,0.25541158164185745,0.10304994427494653,89,0.550561797752809,80,0.575,34,尿素,3
retail~close,174,0.40229885057471265,0.5689655172413793,0.012138156118372994,0.0223769500052021,89,0.449438202247191,80,0.375,34,尿素,3
main~retail,174,0.19540229885057472,0.8045977011494253,1.7731215882567742e-16,9.268357051133298e-16,93,0.20430107526881722,81,0.18518518518518517,34,尿素,3
main~close,171,0.5263157894736842,0.4502923976608187,0.5408115779969372,0.2637578107471866,90,0.4888888888888889,77,0.5974025974025974,34,尿素,4
retail~close,171,0.39766081871345027,0.5789473684210527,0.009122083075432035,0.014261757180003077,90,0.43333333333333335,77,0.37662337662337664,34,尿素,4
main~retail,171,0.19298245614035087,0.8070175438596491,1.803938189938987e-16,9.716647721795655e-16,88,0.1590909090909091,83,0.2289156626506024,34,尿素,4
main~close,177,0.5932203389830508,0.3898305084745763,0.015919925652419117,0.004632611756306751,91,0.5384615384615384,83,0.6746987951807228,35,橡胶,2
retail~close,177,0.2937853107344633,0.6892655367231638,4.05038038196404e-08,8.007794335121778e-08,91,0.34065934065934067,83,0.25301204819277107,35,橡胶,2
main~retail,177,0.22033898305084745,0.7796610169491526,3.585438715807412e-14,1.3945729472331395e-13,95,0.17894736842105263,82,0.2682926829268293,35,橡胶,2
main~close,174,0.6666666666666666,0.3218390804597701,1.3051948574184818e-05,2.2647817174458277e-06,95,0.6210526315789474,77,0.7402597402597403,35,橡胶,3
retail~close,174,0.3390804597701149,0.6494252873563219,2.6281626550885452e-05,1.8096966262405915e-05,95,0.4,77,0.2727272727272727,35,橡胶,3
main~retail,174,0.1781609195402299,0.8218390804597702,2.1517306533208597e-18,2.76158481726369e-17,95,0.16842105263157894,79,0.189873417721519,35,橡胶,3
main~close,171,0.7076023391812866,0.28654970760233917,5.636664667131688e-08,1.2175315285320148e-08,90,0.6333333333333333,80,0.8,35,橡胶,4
retail~close,171,0.3157894736842105,0.6783625730994152,1.639643676855498e-06,7.850743502388236e-07,90,0.4,80,0.225,35,橡胶,4
main~retail,171,0.23976608187134502,0.7602339181286549,5.544444497509206e-12,2.7700547612888823e-11,99,0.21212121212121213,72,0.2777777777777778,35,橡胶,4
main~close,177,0.6271186440677966,0.3615819209039548,0.0008903269100882559,0.00037491885035046004,87,0.5977011494252874,88,0.6704545454545454,36,丁二烯胶,2
retail~close,177,0.2768361581920904,0.7005649717514124,2.4894955382320546e-09,1.178729264633115e-08,87,0.27586206896551724,88,0.2840909090909091,36,丁二烯胶,2
main~retail,177,0.2542372881355932,0.7344632768361582,4.101914510394749e-11,9.826848677863938e-11,86,0.20930232558139536,89,0.30337078651685395,36,丁二烯胶,2
main~close,174,0.6379310344827587,0.3563218390804598,0.0003389405285547461,0.00014083948029335297,93,0.6021505376344086,80,0.6875,36,丁二烯胶,3
retail~close,174,0.3218390804597701,0.6724137931034483,2.9873726008990803e-06,2.6681038302551505e-06,93,0.3548387096774194,80,0.2875,36,丁二烯胶,3
main~retail,174,0.26436781609195403,0.735632183908046,3.8977413934630375e-10,5.497556478879008e-10,90,0.24444444444444444,84,0.2857142857142857,36,丁二烯胶,3
main~close,171,0.6842105263157895,0.2982456140350877,1.639643676855498e-06,1.3982807618327923e-07,96,0.6458333333333334,72,0.7638888888888888,36,丁二烯胶,4
retail~close,171,0.3216374269005848,0.6549707602339181,3.564509052405045e-06,1.0755343161364909e-05,96,0.3333333333333333,72,0.3194444444444444,36,丁二烯胶,4
main~retail,171,0.2222222222222222,0.7719298245614035,1.4805269604825363e-13,4.664746857792826e-13,82,0.1951219512195122,88,0.25,36,丁二烯胶,4
main~close,177,0.4632768361581921,0.4745762711864407,0.3671138447980256,0.8658470659320651,84,0.5357142857142857,82,0.45121951219512196,37,原木,2
retail~close,177,0.4915254237288136,0.423728813559322,0.8805599174040935,0.38341043887625403,84,0.5119047619047619,82,0.524390243902439,37,原木,2
main~retail,177,0.23163841807909605,0.7344632768361582,4.240491398201389e-13,9.230829002724646e-12,84,0.2857142857142857,87,0.19540229885057472,37,原木,2
main~close,174,0.47701149425287354,0.45977011494252873,0.5957764574073553,0.8218759299551451,83,0.5301204819277109,80,0.4875,37,原木,3
retail~close,174,0.4482758620689655,0.47701149425287354,0.19733841594358556,0.6938905016465827,83,0.46987951807228917,80,0.4875,37,原木,3
main~retail,174,0.23563218390804597,0.7528735632183908,1.5451427111939842e-12,6.239846598568114e-12,86,0.26744186046511625,86,0.20930232558139536,37,原木,3
main~close,171,0.6023391812865497,0.3684210526315789,0.009122083075432035,0.0020955002315781483,88,0.6363636363636364,78,0.6025641025641025,37,原木,4
retail~close,171,0.43859649122807015,0.5321637426900585,0.1259087711876438,0.1749683103927451,88,0.4659090909090909,78,0.4230769230769231,37,原木,4
main~retail,171,0.21052631578947367,0.7777777777777778,1.1219334241242467e-14,6.035908890958157e-14,89,0.24719101123595505,80,0.175,37,原木,4
main~close,177,0.6384180790960452,0.3446327683615819,0.0002846600434175881,7.859766428994223e-05,87,0.6206896551724138,87,0.6781609195402298,38,纸浆,2
retail~close,177,0.2768361581920904,0.7062146892655368,2.4894955382320546e-09,6.929532853281387e-09,87,0.3333333333333333,87,0.22988505747126436,38,纸浆,2
main~retail,177,0.20903954802259886,0.7909604519774012,2.664970289875489e-15,1.2275825202849662e-14,99,0.21212121212121213,78,0.20512820512820512,38,纸浆,2
main~close,174,0.6724137931034483,0.3103448275862069,6.323060637759498e-06,1.8448237558756391e-06,79,0.6582278481012658,92,0.7065217391304348,38,纸浆,3
retail~close,174,0.26436781609195403,0.7183908045977011,3.8977413934630375e-10,1.8024617197323568e-09,79,0.27848101265822783,92,0.2608695652173913,38,纸浆,3
main~retail,174,0.21264367816091953,0.7873563218390804,1.05812967822162e-14,4.346507568843001e-14,93,0.1935483870967742,81,0.2345679012345679,38,纸浆,3
main~close,171,0.6608187134502924,0.32748538011695905,3.1407517861889296e-05,1.734787677730732e-05,72,0.6527777777777778,97,0.6804123711340206,38,纸浆,4
retail~close,171,0.28654970760233917,0.7017543859649122,2.2682561847150252e-08,1.1141949174503241e-07,72,0.3333333333333333,97,0.25773195876288657,38,纸浆,4
main~retail,171,0.22807017543859648,0.7719298245614035,5.115953576649134e-13,1.831133727800824e-12,98,0.22448979591836735,73,0.2328767123287671,38,纸浆,4
main~close,177,0.4858757062146893,0.5141242937853108,0.7637740588658735,0.7169320394185521,94,0.4787234042553192,83,0.4939759036144578,39,上证,2
retail~close,177,0.4576271186440678,0.5310734463276836,0.29263710818802985,0.32164769653244185,94,0.46808510638297873,83,0.4457831325301205,39,上证,2
main~retail,177,0.2824858757062147,0.7062146892655368,6.480862454151565e-09,1.4303569623722452e-08,88,0.2727272727272727,87,0.2988505747126437,39,上证,2
main~close,174,0.5172413793103449,0.4827586206896552,0.7047680231195158,0.6440282290495312,89,0.5056179775280899,85,0.5294117647058824,39,上证,3
retail~close,174,0.46551724137931033,0.5344827586206896,0.40440330690941445,0.3609770554580343,89,0.47191011235955055,85,0.4588235294117647,39,上证,3
main~retail,174,0.2471264367816092,0.7528735632183908,1.5446770251824935e-11,2.5583747671904044e-11,88,0.23863636363636365,86,0.2558139534883721,39,上证,3
main~close,171,0.5614035087719298,0.4327485380116959,0.1259087711876438,0.09028250780660446,88,0.5568181818181818,82,0.573170731707317,39,上证,4
retail~close,171,0.391812865497076,0.6023391812865497,0.005745647150665605,0.005074140553383788,88,0.4318181818181818,82,0.35365853658536583,39,上证,4
main~retail,171,0.28654970760233917,0.7134502923976608,2.2682561847150252e-08,2.2811577372593875e-08,91,0.2967032967032967,80,0.275,39,上证,4
main~close,177,0.5819209039548022,0.4011299435028249,0.0350281541912074,0.015997204737735377,84,0.5714285714285714,90,0.6111111111111112,40,氧化铝,2
retail~close,177,0.3333333333333333,0.6497175141242938,1.092425334845219e-05,2.3730127249071667e-05,84,0.36904761904761907,90,0.3111111111111111,40,氧化铝,2
main~retail,177,0.2768361581920904,0.7231638418079096,2.4894955382320546e-09,3.057733445854608e-09,94,0.2765957446808511,83,0.27710843373493976,40,氧化铝,2
main~close,174,0.6781609195402298,0.3103448275862069,2.9873726008990803e-06,1.673364425814561e-06,73,0.6712328767123288,99,0.696969696969697,40,氧化铝,3
retail~close,174,0.367816091954023,0.6206896551724138,0.0006052447871282058,0.0010273716079650123,73,0.3835616438356164,99,0.36363636363636365,40,氧化铝,3
main~retail,174,0.22988505747126436,0.7701149425287356,4.664600328532964e-13,1.2490071556156962e-12,92,0.20652173913043478,82,0.25609756097560976,40,氧化铝,3
main~close,171,0.6900584795321637,0.2982456140350877,7.34792431939043e-07,3.9490848900104196e-07,67,0.7014925373134329,102,0.696078431372549,40,氧化铝,4
retail~close,171,0.29239766081871343,0.695906432748538,5.636664667131688e-08,1.0613723749295252e-07,67,0.26865671641791045,102,0.3137254901960784,40,氧化铝,4
main~retail,171,0.22807017543859648,0.7719298245614035,5.115953576649134e-13,1.2028873314251402e-12,88,0.20454545454545456,83,0.25301204819277107,40,氧化铝,4
main~close,177,0.615819209039548,0.3672316384180791,0.0025430157789314827,0.0008609907376244179,86,0.6046511627906976,88,0.6477272727272727,41,沪镍,2
retail~close,177,0.2711864406779661,0.7062146892655368,9.303678367009963e-10,4.70278556232705e-09,86,0.313953488372093,88,0.23863636363636365,41,沪镍,2
