pair,n,same_rate,opp_rate,binom_p_same,chi2_p,long_y_n,long_same_rate,short_y_n,short_same_rate,variety_id,variety_name,S
main~retail,174,0.1781609195402299,0.8218390804597702,2.1517306533208597e-18,2.0660695753155844e-17,86,0.18604651162790697,88,0.17045454545454544,13,沪金,3
main~close,171,0.7660818713450293,0.23391812865497075,1.7112861409998903e-12,1.7036099480696561e-12,107,0.7289719626168224,64,0.828125,13,沪金,4
retail~close,171,0.24561403508771928,0.7543859649122807,1.7408982267657085e-11,1.5783398719534248e-11,107,0.2803738317757009,64,0.1875,13,沪金,4
main~retail,171,0.17543859649122806,0.8245614035087719,2.0823268066276915e-18,2.2388067049822323e-17,82,0.18292682926829268,89,0.16853932584269662,13,沪金,4
main~close,177,0.6440677966101694,0.3333333333333333,0.00015548082207836352,2.7739336610858568e-05,87,0.632183908045977,86,0.686046511627907,14,豆一,2
retail~close,177,0.2768361581920904,0.6949152542372882,2.4894955382320546e-09,1.6727886418058706e-08,87,0.27586206896551724,86,0.29069767441860467,14,豆一,2
main~retail,177,0.1751412429378531,0.8192090395480226,4.783872665402342e-19,7.740923695724934e-18,89,0.14606741573033707,87,0.20689655172413793,14,豆一,2
main~close,174,0.7011494252873564,0.28735632183908044,1.1516772913492153e-07,4.3519558367447214e-08,83,0.6867469879518072,89,0.7303370786516854,14,豆一,3
retail~close,174,0.3333333333333333,0.6551724137931034,1.3051948574184818e-05,1.9765283009743005e-05,83,0.3373493975903614,89,0.33707865168539325,14,豆一,3
main~retail,174,0.1724137931034483,0.8275862068965517,4.584170328699255e-19,5.219500143900374e-18,88,0.14772727272727273,86,0.19767441860465115,14,豆一,3
main~close,171,0.7426900584795322,0.24561403508771928,1.5654765248120956e-10,4.694246469188943e-11,90,0.7222222222222222,79,0.7848101265822784,14,豆一,4
retail~close,171,0.23391812865497075,0.7543859649122807,1.7112861409998903e-12,6.610123170486641e-12,90,0.25555555555555554,79,0.21518987341772153,14,豆一,4
main~retail,171,0.15204678362573099,0.847953216374269,3.1020881046391652e-21,8.782535924202222e-20,85,0.1411764705882353,86,0.16279069767441862,14,豆一,4
main~close,177,0.6101694915254238,0.3559322033898305,0.004156412582174464,0.0005778553593902475,86,0.627906976744186,85,0.6352941176470588,15,豆二,2
retail~close,177,0.327683615819209,0.632768361581921,5.294914244749991e-06,3.46731895788419e-05,86,0.3372093023255814,85,0.3411764705882353,15,豆二,2
main~retail,177,0.23728813559322035,0.7570621468926554,1.391524344688998e-12,4.017836313866681e-12,88,0.22727272727272727,88,0.25,15,豆二,2
main~close,174,0.6666666666666666,0.3103448275862069,1.3051948574184818e-05,1.638685631731245e-06,88,0.6477272727272727,82,0.7195121951219512,15,豆二,3
retail~close,174,0.3505747126436782,0.6206896551724138,9.902678209216967e-05,0.0003245273224978138,88,0.3409090909090909,82,0.3780487804878049,15,豆二,3
