boot_mean,boot_std,boot_p_ge_obs,variety_id,variety_name,S,pair
0.49761206896551724,0.03779969413108726,1.0,30,聚丙烯,3,retail~close
0.49894444444444447,0.03668835445694062,0.0,30,聚丙烯,4,main~close
0.4964298245614035,0.03726953840430012,1.0,30,聚丙烯,4,retail~close
0.5017909604519775,0.038030829525296996,0.008,31,苯乙烯,2,main~close
0.49851412429378533,0.03802382911182064,1.0,31,苯乙烯,2,retail~close
0.49619540229885056,0.03676128928658366,0.0,31,苯乙烯,3,main~close
0.4976321839080459,0.037510845747402544,1.0,31,苯乙烯,3,retail~close
0.4945380116959064,0.038443629600830885,0.0,31,苯乙烯,4,main~close
0.4999707602339181,0.03844955861706166,0.9995,31,苯乙烯,4,retail~close
0.5002627118644069,0.03717489986269582,0.0095,32,纯苯,2,main~close
0.47166384180790966,0.03559356100186721,1.0,32,纯苯,2,retail~close
0.4974770114942529,0.037644019915970814,0.0025,32,纯苯,3,main~close
0.49692816091954023,0.0377362684018967,1.0,32,纯苯,3,retail~close
0.4937105263157895,0.038881765055642836,0.0005,32,纯苯,4,main~close
0.48602631578947364,0.03769063226871226,1.0,32,纯苯,4,retail~close
0.5070621468926554,0.03738794209947789,0.004,33,烧碱,2,main~close
0.5033163841807909,0.03780857106820036,1.0,33,烧碱,2,retail~close
0.5009511494252873,0.03630260555345323,0.0015,33,烧碱,3,main~close
0.497514367816092,0.03645166478280479,1.0,33,烧碱,3,retail~close
0.5027134502923977,0.037042388861306424,0.0,33,烧碱,4,main~close
0.4960643274853801,0.037285951241464256,1.0,33,烧碱,4,retail~close
0.4857570621468926,0.038102542279684876,0.3005,34,尿素,2,main~close
0.4855593220338983,0.03788802841507493,0.5195,34,尿素,2,retail~close
0.48621839080459767,0.03825773448060992,0.067,34,尿素,3,main~close
0.48593390804597697,0.03752580639762518,0.988,34,尿素,3,retail~close
0.4861345029239766,0.037279662409546055,0.162,34,尿素,4,main~close
0.489266081871345,0.036893559052572834,0.9945,34,尿素,4,retail~close
0.4885847457627118,0.038362197539638196,0.002,35,橡胶,2,main~close
0.49203672316384184,0.037918111715647296,1.0,35,橡胶,2,retail~close
0.48984195402298847,0.036592294656213636,0.0,35,橡胶,3,main~close
0.4990632183908046,0.037285268855354464,1.0,35,橡胶,3,retail~close
0.4932456140350877,0.038412183992503,0.0,35,橡胶,4,main~close
0.5007807017543859,0.038094456800585014,1.0,35,橡胶,4,retail~close
0.4940677966101695,0.03763725453477845,0.0005,36,丁二烯胶,2,main~close
0.48751129943502824,0.037768980531503585,1.0,36,丁二烯胶,2,retail~close
0.4949770114942528,0.037849147066702046,0.0,36,丁二烯胶,3,main~close
0.4975459770114943,0.03723484714601435,1.0,36,丁二烯胶,3,retail~close
0.48855263157894735,0.037321302854119505,0.0,36,丁二烯胶,4,main~close
0.48559649122807014,0.03645420552194178,1.0,36,丁二烯胶,4,retail~close
0.46935593220338984,0.03667150821586861,0.6005,37,原木,2,main~close
0.455180790960452,0.03645994804292858,0.178,37,原木,2,retail~close
0.4694683908045977,0.03549884383369222,0.4455,37,原木,3,main~close
0.46433620689655175,0.03685753198229817,0.7,37,原木,3,retail~close
0.48605847953216375,0.03791465074908,0.0,37,原木,4,main~close
0.4818187134502924,0.03788107065320774,0.8915,37,原木,4,retail~close
0.4913389830508475,0.03711993866466011,0.0,38,纸浆,2,main~close
0.49281355932203386,0.03695149183147564,1.0,38,纸浆,2,retail~close
0.49408620689655175,0.03789320605858437,0.0,38,纸浆,3,main~close
0.4885632183908046,0.03871699643806789,1.0,38,纸浆,3,retail~close
0.500859649122807,0.03716851184770358,0.0,38,纸浆,4,main~close
0.48312865497076024,0.038425002244766956,1.0,38,纸浆,4,retail~close
0.49859887005649717,0.03643454422165928,0.6895,39,上证,2,main~close
0.49538983050847457,0.03828997585464895,0.8535,39,上证,2,retail~close
0.499471264367816,0.03890576913149988,0.387,39,上证,3,main~close
0.5002471264367816,0.037735542467008866,0.853,39,上证,3,retail~close
0.4961520467836257,0.038203759489747975,0.056,39,上证,4,main~close
0.4982923976608187,0.03755312049889519,0.9975,39,上证,4,retail~close
0.49257909604519773,0.03725804202094425,0.011,40,氧化铝,2,main~close
0.49096610169491534,0.03734980305585492,1.0,40,氧化铝,2,retail~close
0.500367816091954,0.03740929224123631,0.0,40,氧化铝,3,main~close
0.4899655172413793,0.03845831870625287,0.9995,40,氧化铝,3,retail~close
0.5021578947368421,0.03728813777462977,0.0,40,氧化铝,4,main~close
0.49123099415204674,0.037094420394686994,1.0,40,氧化铝,4,retail~close
0.492090395480226,0.03711610719774684,0.001,41,沪镍,2,main~close
0.4895254237288136,0.03741362380291363,1.0,41,沪镍,2,retail~close
0.4955402298850575,0.03674963768523489,0.0,41,沪镍,3,main~close
0.4886034482758621,0.036587901835280906,1.0,41,沪镍,3,retail~close
0.501672514619883,0.03835214342605369,0.0,41,沪镍,4,main~close
0.49926900584795314,0.03815240488392398,1.0,41,沪镍,4,retail~close
0.5069830508474577,0.03763674738102837,0.0,42,沪银,2,main~close
0.4985593220338983,0.03671446007242623,1.0,42,沪银,2,retail~close
0.5046264367816092,0.03718705017902479,0.0,42,沪银,3,main~close
0.5020977011494253,0.037467903646626353,1.0,42,沪银,3,retail~close
0.5012222222222221,0.037380874019809496,0.0,42,沪银,4,main~close
0.5014619883040935,0.038033057425509595,1.0,42,沪银,4,retail~close
0.49694632768361585,0.03681902297637704,0.06,43,生猪,2,main~close
0.4874858757062147,0.03590206558658939,0.4945,43,生猪,2,retail~close
0.5032701149425287,0.036542975440379794,0.1065,43,生猪,3,main~close
0.48191954022988504,0.03607240300682433,0.881,43,生猪,3,retail~close
0.5049035087719298,0.03621527357078945,0.0215,43,生猪,4,main~close
0.4865,0.035656610273962774,0.9415,43,生猪,4,retail~close
0.49098870056497174,0.03810355423347375,0.0005,44,燃油,2,main~close
0.4916666666666667,0.037713874552322044,1.0,44,燃油,2,retail~close
0.4947614942528736,0.03739814977004546,0.0075,44,燃油,3,main~close
0.49790229885057463,0.037565187538954666,0.9995,44,燃油,3,retail~close
0.49942690058479533,0.03772106437680355,0.0125,44,燃油,4,main~close
0.49937426900584797,0.03755349159570053,1.0,44,燃油,4,retail~close
0.49919209039548024,0.03772325776390816,0.006,45,低硫燃油,2,main~close
0.49818361581920906,0.03666603019739575,1.0,45,低硫燃油,2,retail~close
0.49385919540229883,0.03783635333516251,0.0,45,低硫燃油,3,main~close
0.49822126436781605,0.0370859845765863,1.0,45,低硫燃油,3,retail~close
0.5002046783625731,0.039289270330544405,0.0,45,低硫燃油,4,main~close
0.4969473684210526,0.038463138405111036,1.0,45,低硫燃油,4,retail~close
0.49607344632768363,0.037144465130881016,0.0125,46,甲醇,2,main~close
0.4944237288135593,0.03800955569134292,1.0,46,甲醇,2,retail~close
0.49971839080459773,0.03826291546948037,0.0,46,甲醇,3,main~close
0.4975632183908046,0.03881426583269432,0.9995,46,甲醇,3,retail~close
0.49454385964912273,0.0387585252864126,0.0,46,甲醇,4,main~close
0.49174269005847954,0.03744437457581437,1.0,46,甲醇,4,retail~close
0.4973870056497175,0.038082236685016806,0.0,47,PVC,2,main~close
0.49805084745762707,0.03839230399900405,1.0,47,PVC,2,retail~close
0.4966120689655172,0.03777221616625356,0.0,47,PVC,3,main~close
0.5019655172413794,0.03777879410009036,1.0,47,PVC,3,retail~close
0.5018011695906432,0.038028397590343155,0.0,47,PVC,4,main~close
0.504298245614035,0.03800124687692433,1.0,47,PVC,4,retail~close
0.48755367231638425,0.037660268985573564,0.001,48,纯碱,2,main~close
0.4901666666666667,0.037040204572382655,1.0,48,纯碱,2,retail~close
0.48615229885057465,0.03755069227531494,0.0,48,纯碱,3,main~close
0.4917614942528736,0.038081197777785014,1.0,48,纯碱,3,retail~close
0.4974941520467836,0.03807973566417551,0.0,48,纯碱,4,main~close
0.4977017543859649,0.03878500436675251,1.0,48,纯碱,4,retail~close
0.48716101694915254,0.03653133022097962,0.0,49,玻璃,2,main~close
0.4828079096045198,0.036477295577684365,1.0,49,玻璃,2,retail~close
0.489014367816092,0.03735484866679661,0.0,49,玻璃,3,main~close
0.48703160919540234,0.038186923243661325,1.0,49,玻璃,3,retail~close
0.49587426900584797,0.03709754100540153,0.0,49,玻璃,4,main~close
0.4922046783625731,0.03836681218555823,1.0,49,玻璃,4,retail~close
0.49809604519774014,0.037544245871155416,0.0,50,塑料,2,main~close
0.4988220338983051,0.03769023385673234,1.0,50,塑料,2,retail~close
0.5017931034482758,0.03753654844658204,0.0,50,塑料,3,main~close
0.49992528735632186,0.03762056454565837,1.0,50,塑料,3,retail~close
0.5001315789473685,0.036935504811495934,0.0,50,塑料,4,main~close
0.5003070175438596,0.03763703970793683,1.0,50,塑料,4,retail~close
0.49003954802259886,0.035954063190406914,0.004,51,乙二醇,2,main~close
0.4871045197740113,0.036420830117963196,1.0,51,乙二醇,2,retail~close
0.4946063218390805,0.03711358703914077,0.0005,51,乙二醇,3,main~close
0.48641954022988504,0.036928688961795623,1.0,51,乙二醇,3,retail~close
0.49467543859649116,0.03804271777316325,0.0065,51,乙二醇,4,main~close
0.48883333333333323,0.03696526788839129,1.0,51,乙二醇,4,retail~close
0.48648022598870055,0.037511976233511546,0.0005,52,沥青,2,main~close
0.48285593220338985,0.036578511173248174,1.0,52,沥青,2,retail~close
0.5008965517241379,0.037512346142208684,0.0,52,沥青,3,main~close
0.5013620689655173,0.038016201408873664,1.0,52,沥青,3,retail~close
0.4943947368421052,0.037141767374355095,0.0,52,沥青,4,main~close
0.4982251461988304,0.03873662658057257,1.0,52,沥青,4,retail~close
0.49824858757062146,0.037057969655733526,0.023,53,LPG,2,main~close
0.4953841807909605,0.03773593087217566,1.0,53,LPG,2,retail~close
0.4921235632183908,0.037784124135180154,0.0,53,LPG,3,main~close
0.4914655172413793,0.037917437043826156,1.0,53,LPG,3,retail~close
0.48959649122807014,0.03783682628349187,0.0,53,LPG,4,main~close
0.4972602339181286,0.03853907999743906,1.0,53,LPG,4,retail~close
0.49718644067796613,0.03718054843645819,0.0015,54,焦煤,2,main~close
0.49780508474576274,0.03763028597907531,1.0,54,焦煤,2,retail~close
0.49775862068965515,0.037917055940473864,0.0,54,焦煤,3,main~close
0.5000718390804597,0.037491948204150284,1.0,54,焦煤,3,retail~close
0.499953216374269,0.03724275605852116,0.0,54,焦煤,4,main~close
0.4996081871345029,0.03726229840456923,1.0,54,焦煤,4,retail~close
0.49992090395480226,0.03726407544253061,0.9395,55,欧线集运,2,main~close
0.48867231638418074,0.03619700203561486,0.0605,55,欧线集运,2,retail~close
0.4954971264367816,0.036785482801595694,0.36,55,欧线集运,3,main~close
0.4913189655172414,0.03749439106773831,0.0835,55,欧线集运,3,retail~close
0.4992280701754386,0.038607377518434585,0.0365,55,欧线集运,4,main~close
0.4960701754385965,0.03716944343207796,0.8985,55,欧线集运,4,retail~close
